user_id,product_id,view_duration_seconds,pages_visited,clicked_add_to_cart,purchased
34,49,137,1,0,0
387,23,59,6,0,0
173,1,230,12,1,0
845,37,189,8,1,0
719,20,149,12,1,0
380,50,248,8,1,1
790,33,23,14,0,0
114,41,119,13,0,0
401,48,31,4,1,0
204,39,288,4,1,1
663,3,288,10,1,1
463,9,203,15,1,1
66,6,5,6,0,0
692,43,110,11,0,0
587,18,130,15,1,1
504,22,181,11,0,0
994,50,236,10,1,0
402,8,91,7,0,0
231,34,243,9,0,0
960,7,197,5,1,1
381,46,231,3,0,0
382,49,23,1,0,0
452,50,188,3,1,1
935,22,187,1,0,0
265,12,92,5,1,1
352,15,128,11,1,1
479,23,25,4,0,0
143,50,204,10,1,1
929,28,161,12,0,0
354,30,107,6,0,0
893,33,101,2,0,0
558,39,225,4,0,0
503,40,106,2,1,0
17,47,142,15,1,1
926,6,42,8,0,0
154,50,54,1,0,0
389,24,87,9,0,1
565,12,176,5,1,0
297,35,105,12,1,1
801,45,40,13,1,1
419,30,146,15,1,0
467,19,65,15,1,1
451,7,93,8,0,0
472,4,10,13,1,1
838,15,289,14,1,0
81,44,52,11,0,0
508,14,173,9,0,0
375,32,285,3,0,0
92,35,286,12,1,0
85,17,268,10,0,0
462,22,94,5,0,0
58,4,85,1,1,0
493,23,195,11,1,0
217,20,30,7,1,0
818,31,166,11,1,0
124,33,227,9,0,0
497,49,182,2,0,0
313,40,51,10,1,0
178,30,299,1,0,0
815,19,167,8,1,1
895,20,57,1,0,0
225,46,274,5,1,0
566,28,93,7,0,0
950,44,295,12,1,1
950,6,147,12,0,0
418,15,284,13,1,0
167,16,12,3,0,0
826,38,154,10,1,0
232,43,80,4,1,0
717,3,155,7,1,1
75,14,102,1,0,0
426,22,84,2,1,0
914,50,271,1,0,0
507,32,185,13,0,1
709,9,53,11,0,0
555,8,155,11,1,1
818,2,143,11,1,0
464,24,220,7,1,1
847,44,13,6,0,0
694,32,174,12,1,1
306,1,288,12,1,0
551,30,26,3,0,0
979,23,87,6,0,0
717,6,268,4,0,0
168,23,66,3,0,0
966,2,227,14,1,1
821,11,282,10,1,1
276,29,177,14,1,1
724,8,182,1,1,0
19,21,68,2,0,0
369,1,235,8,0,0
374,9,184,3,0,0
813,14,250,1,0,1
977,19,47,6,1,0
699,6,148,3,1,1
72,20,293,1,0,0
368,36,129,12,1,1
63,7,130,10,0,0
142,8,248,7,0,0
646,47,189,4,1,1
556,27,171,12,1,1
834,15,281,14,1,1
664,2,258,7,1,1
9,12,273,5,0,0
144,10,145,11,1,0
9,29,60,8,0,0
438,17,72,1,0,0
930,3,47,12,0,0
3,14,96,4,1,0
10,15,184,2,0,0
877,6,129,6,1,0
954,13,171,5,1,0
17,20,275,7,1,0
862,4,21,12,0,1
854,3,207,13,0,0
498,33,43,4,0,0
345,36,221,12,1,0
849,17,6,3,0,0
132,6,184,4,1,0
964,47,203,1,0,0
790,23,216,2,1,0
35,3,125,4,1,0
943,44,54,1,0,0
413,28,250,11,1,0
916,47,147,10,1,0
151,49,284,15,1,0
498,49,47,4,1,0
740,35,51,10,0,0
72,18,182,1,0,0
810,39,102,13,1,1
792,44,215,1,0,0
696,47,12,11,0,0
399,14,116,7,0,0
740,30,135,9,0,0
607,13,266,4,0,1
654,1,12,11,1,0
828,39,181,11,1,1
878,39,289,8,1,0
85,35,228,11,1,0
787,19,60,1,0,0
33,48,46,15,0,0
321,32,125,13,0,1
382,24,213,10,1,1
439,24,174,7,1,1
57,7,269,12,1,0
936,15,186,1,1,0
316,45,166,3,0,1
873,44,290,15,1,0
563,22,92,9,0,0
962,23,276,12,1,0
835,22,238,1,0,0
212,27,46,11,1,1
162,44,55,6,1,0
229,33,245,8,0,1
448,49,97,6,1,1
459,21,134,9,1,1
489,30,291,8,1,1
547,10,170,15,1,1
950,22,49,15,1,0
676,27,217,6,0,0
960,18,236,6,1,1
980,21,133,11,1,0
458,4,42,8,0,0
215,39,93,6,0,0
887,46,247,13,1,1
904,29,27,15,1,1
94,39,19,4,0,0
748,32,175,6,1,0
311,25,81,2,0,0
574,36,91,5,0,0
87,18,71,4,1,0
659,11,115,11,0,0
195,31,100,12,1,1
392,21,247,1,1,0
111,47,257,9,1,0
927,40,71,1,0,0
81,45,22,9,0,0
251,22,152,10,1,1
894,5,186,5,1,0
35,35,56,13,0,0
186,33,281,2,1,0
330,46,95,9,1,0
104,39,182,13,1,1
83,16,153,10,1,0
23,38,150,13,1,0
315,46,49,11,1,0
24,27,225,7,1,1
198,10,288,7,1,1
814,38,89,4,0,0
135,43,120,14,1,1
280,17,190,10,1,1
183,36,170,4,1,0
663,39,178,5,1,0
817,39,214,11,1,1
419,45,144,4,0,0
262,8,83,3,0,0
458,21,139,14,1,1
420,42,122,4,0,1
146,32,290,12,1,0
998,22,63,4,0,0
645,34,33,13,1,0
508,39,90,11,0,0
946,44,163,5,0,1
464,32,21,7,0,0
533,9,196,9,1,1
888,27,149,8,1,1
269,8,207,9,1,1
678,36,43,14,1,0
85,10,169,2,1,1
87,36,172,14,1,1
380,29,13,5,0,0
175,25,104,9,0,0
41,17,24,3,0,0
954,12,17,6,0,0
560,14,8,10,1,0
189,15,49,12,1,1
717,14,116,5,0,0
117,40,173,4,0,1
286,35,284,1,0,0
419,35,52,4,0,0
564,19,164,12,1,1
664,39,241,11,1,1
917,1,112,1,0,0
919,46,13,6,0,0
823,17,105,4,1,1
191,6,259,2,0,0
675,37,261,12,1,1
108,23,15,10,1,1
569,9,193,13,1,1
508,2,254,9,1,1
636,22,25,3,0,0
983,8,142,3,1,0
977,5,274,10,1,1
301,35,229,5,0,0
804,21,98,12,0,0
611,50,181,11,0,0
501,37,154,12,0,0
600,27,257,1,0,0
387,46,93,5,0,0
882,30,278,1,1,1
581,37,62,3,0,0
328,22,289,7,1,0
53,29,151,6,1,0
882,22,118,8,1,0
103,4,56,5,0,0
904,27,235,1,0,0
786,35,289,13,0,0
491,3,271,4,1,0
498,38,14,8,0,0
695,28,253,6,1,0
202,3,54,3,0,0
58,31,249,5,1,0
932,43,128,15,1,1
295,40,158,2,0,0
291,8,135,12,1,0
267,47,168,9,1,0
336,38,245,5,0,1
698,35,108,3,0,1
538,49,262,7,1,1
296,22,180,7,0,0
347,36,152,4,0,0
452,28,156,11,1,1
648,26,222,4,1,0
317,26,130,7,0,0
82,34,245,11,1,0
742,32,278,7,1,0
982,42,87,12,0,0
757,44,160,5,0,0
183,18,118,2,0,0
666,16,204,10,0,0
362,4,252,6,1,0
800,44,144,1,1,0
178,44,144,7,1,0
143,48,221,3,1,1
191,14,119,3,0,0
720,33,271,2,1,0
471,42,116,2,0,0
945,7,169,7,1,0
646,25,209,5,0,0
859,35,70,15,0,0
547,32,296,7,1,0
767,4,227,2,0,0
907,32,84,2,0,0
291,26,172,7,0,0
681,48,227,10,0,0
27,1,93,4,1,0
291,19,149,8,0,0
263,1,241,9,0,0
806,8,67,1,0,0
588,8,76,10,0,0
529,39,264,15,1,1
792,15,128,1,0,0
18,18,200,14,1,1
993,34,283,6,1,1
489,42,72,4,1,1
358,15,88,3,0,0
774,33,63,2,0,0
790,40,92,13,0,0
456,15,77,6,0,0
96,33,29,2,0,0
37,23,201,10,1,1
348,14,174,5,0,0
591,25,63,1,0,0
163,36,121,4,0,1
778,42,207,9,0,0
578,50,17,11,0,0
40,34,91,7,0,0
541,20,253,3,1,0
124,14,249,7,1,0
424,1,170,4,1,0
198,16,90,15,1,1
625,42,26,6,0,0
319,22,179,13,1,1
664,3,81,10,1,0
285,20,206,1,0,0
82,26,213,4,0,0
372,14,155,7,0,0
644,46,143,5,1,0
328,42,162,3,0,0
649,10,228,1,0,0
960,20,29,1,0,0
211,44,53,6,1,0
230,23,111,5,1,1
158,4,104,2,1,0
85,13,183,4,0,0
165,38,74,5,0,0
885,5,292,7,1,1
323,8,236,4,1,1
453,44,186,8,1,1
816,39,64,14,1,1
976,34,112,9,0,0
173,12,104,8,1,0
50,10,279,10,0,0
323,18,124,3,0,0
139,5,116,3,0,0
56,44,149,5,0,0
867,38,151,5,0,0
265,12,18,4,0,0
176,30,221,5,0,0
409,38,241,9,1,0
364,42,204,9,0,0
747,49,93,6,1,0
714,3,198,8,0,0
216,24,211,12,1,0
880,22,68,11,0,0
716,38,28,13,1,0
714,11,262,15,1,1
699,37,151,1,0,0
168,40,10,5,0,0
456,26,177,1,1,1
209,48,133,15,0,0
209,4,166,15,1,1
867,36,112,1,1,0
697,31,68,5,0,0
443,35,298,3,1,1
810,17,285,8,1,1
656,41,281,11,1,1
82,49,222,3,1,0
329,30,184,13,1,0
779,19,120,3,1,0
54,41,278,9,1,1
538,11,236,15,1,1
43,8,288,9,1,1
503,32,177,10,1,1
905,5,51,4,0,0
250,15,204,12,1,1
531,40,177,1,0,0
896,44,142,4,1,0
980,9,48,10,1,0
402,33,260,5,1,1
383,13,31,11,0,0
15,13,290,7,0,0
199,6,180,10,1,1
784,17,210,9,1,0
928,13,194,3,1,0
826,33,103,3,0,0
250,38,158,13,0,0
265,22,253,14,1,1
343,10,58,14,1,0
227,12,223,2,1,1
367,41,111,12,0,0
164,23,108,10,1,0
391,5,8,9,1,0
867,29,13,5,1,0
728,38,91,14,0,0
397,18,272,15,1,1
571,45,182,7,0,0
698,30,228,10,0,0
101,23,124,1,0,0
918,2,170,1,0,0
287,2,219,7,1,0
356,26,226,11,0,0
354,20,81,14,1,1
760,11,128,5,0,0
645,37,136,3,0,0
992,11,13,13,1,1
587,2,264,12,0,0
602,19,131,3,0,0
867,6,175,8,1,0
724,28,137,2,0,0
225,11,43,10,1,1
541,38,44,14,1,0
254,40,186,3,0,0
824,27,183,3,0,0
588,42,294,1,1,1
431,6,141,9,1,1
727,22,6,12,0,0
53,7,129,1,0,0
542,7,78,5,0,0
805,50,139,1,0,0
118,2,51,13,0,0
511,4,267,6,1,1
130,8,217,9,1,1
109,32,187,4,0,0
555,31,232,2,0,0
945,25,169,5,1,0
925,20,220,2,0,0
656,9,26,4,0,0
921,18,228,13,1,1
384,42,168,4,0,0
21,6,99,11,1,0
818,2,91,3,0,0
14,44,9,13,0,0
410,21,181,11,1,1
984,39,59,2,1,0
599,2,290,13,1,1
561,4,98,9,1,0
946,39,203,12,1,1
582,22,224,15,1,0
168,47,261,12,1,0
340,21,243,6,1,0
732,33,163,13,1,1
954,14,239,2,1,0
97,31,36,12,1,0
735,49,242,9,1,0
53,4,255,1,0,0
801,48,107,12,1,1
458,3,276,6,1,0
54,50,278,5,0,0
338,46,281,5,0,0
660,22,279,14,1,0
210,17,282,8,0,1
400,48,210,8,1,0
314,44,188,1,1,0
851,48,235,15,1,1
201,29,175,3,0,0
653,50,89,8,0,0
338,11,200,14,0,0
970,18,226,5,1,0
647,34,197,8,1,0
166,17,284,10,0,0
835,32,183,10,1,1
878,49,219,3,1,0
44,10,202,10,1,1
624,16,138,4,0,0
202,36,94,7,0,1
178,18,105,9,0,0
21,26,171,12,0,0
90,19,199,15,1,0
339,25,279,7,1,1
660,39,216,11,1,0
411,17,105,7,0,0
596,25,156,12,1,0
670,8,87,7,1,0
565,29,86,3,1,1
416,46,71,11,1,1
811,20,290,10,1,1
488,11,260,13,1,0
723,26,160,12,1,0
503,31,127,12,0,0
881,6,94,6,0,0
800,20,78,11,1,0
496,28,46,1,1,0
918,10,57,1,0,0
18,21,76,14,0,0
504,28,72,5,0,0
6,8,222,11,1,0
342,25,44,12,0,0
123,13,238,14,1,1
730,10,169,12,0,0
686,21,212,11,1,0
451,30,14,12,1,0
931,26,290,3,1,0
143,9,119,3,0,0
421,26,271,1,1,1
269,28,37,15,1,1
730,7,152,12,0,0
604,43,8,13,1,1
758,28,276,1,0,0
584,3,183,7,0,0
443,18,82,1,1,0
679,25,199,13,1,0
117,46,293,3,1,1
29,40,184,1,1,0
389,27,60,13,0,0
874,21,220,11,1,1
323,37,29,14,1,1
693,45,70,6,0,0
79,22,154,10,1,1
660,28,141,1,0,0
209,42,273,11,1,1
167,10,131,11,1,1
443,43,232,2,0,0
510,7,162,3,1,1
212,13,27,8,0,0
397,32,106,10,1,1
395,31,93,5,1,0
521,35,137,7,1,0
467,20,85,8,0,0
6,30,227,12,1,1
891,4,163,3,1,0
274,20,240,8,1,1
258,7,235,6,0,0
370,47,194,4,0,0
564,13,89,13,1,0
825,25,106,7,0,0
434,39,139,15,1,0
721,4,292,4,1,0
619,4,251,15,1,0
815,49,244,2,0,0
483,34,290,14,1,1
281,2,260,7,1,0
65,38,229,10,1,1
997,48,54,15,0,0
835,34,253,6,0,0
45,3,227,15,1,1
144,16,76,5,0,0
621,6,110,13,0,0
60,47,88,12,0,0
523,5,118,4,0,0
910,15,245,13,1,1
514,8,44,13,0,0
255,27,128,12,1,1
583,29,40,11,1,0
546,1,239,1,1,1
843,37,43,2,1,0
978,34,60,6,0,0
533,1,118,14,1,1
221,11,229,9,0,0
409,22,90,7,1,0
129,6,274,11,1,1
449,14,193,14,1,1
6,18,249,7,0,0
46,31,97,7,0,0
800,14,220,7,1,0
145,30,254,13,1,1
487,50,267,6,1,0
109,12,245,2,0,0
75,7,47,8,1,0
945,46,140,10,0,0
374,50,286,4,1,1
830,21,166,2,1,0
921,37,46,9,0,0
743,17,47,6,0,0
845,13,53,2,0,0
594,1,292,2,1,1
7,11,81,12,1,0
938,47,227,2,1,1
885,28,91,13,0,0
995,20,236,7,0,0
80,47,62,13,1,0
668,41,17,2,0,0
375,4,89,6,1,0
840,37,247,6,1,1
176,35,101,12,1,1
23,21,141,4,0,0
537,19,189,5,0,0
744,12,65,3,0,0
848,12,283,6,1,0
562,6,268,7,1,1
792,17,148,13,0,0
388,35,143,11,1,1
269,43,52,11,0,0
258,27,162,6,0,0
829,45,192,15,1,0
998,42,186,6,1,0
986,34,216,5,0,0
763,28,174,6,1,0
428,47,162,1,1,0
389,18,171,3,1,0
341,36,241,15,0,0
526,26,164,4,0,0
960,4,245,11,1,1
602,45,157,3,0,0
644,35,265,13,1,1
973,31,204,9,1,0
237,42,232,11,1,1
687,49,50,9,0,0
729,31,53,7,0,0
554,26,149,7,0,0
663,18,5,10,0,0
955,25,169,9,1,1
416,3,76,12,1,1
120,7,9,13,1,0
945,22,5,2,0,0
502,8,114,13,0,0
466,41,300,5,0,0
372,33,33,14,1,0
135,23,141,11,0,0
320,43,213,6,1,0
880,19,156,9,1,0
816,3,117,3,1,1
125,28,17,3,0,0
275,17,229,2,1,0
405,37,299,7,1,1
678,33,170,2,0,0
583,49,212,14,1,1
887,24,264,3,1,0
226,47,129,7,0,0
517,12,6,9,0,0
754,18,287,10,1,1
468,31,283,14,1,1
306,44,85,3,0,0
432,47,54,8,0,0
377,32,219,4,0,0
246,13,25,2,0,0
913,1,17,13,0,0
670,36,52,6,0,0
195,22,197,6,0,0
858,22,235,9,1,1
530,46,39,9,0,0
410,19,79,13,0,0
587,39,107,1,0,0
474,11,79,13,0,0
148,21,149,10,1,0
626,4,95,13,1,1
758,19,221,8,1,1
445,13,219,8,1,1
999,46,95,11,1,1
970,8,38,15,0,0
40,47,187,10,1,1
971,41,39,11,0,0
436,21,284,11,1,1
853,24,274,8,1,0
877,31,81,15,1,0
262,35,273,4,1,1
123,12,238,5,0,0
855,18,253,14,1,0
260,13,207,12,0,0
148,48,29,2,0,0
979,12,29,10,0,0
606,13,249,4,1,0
238,31,93,8,0,0
64,8,195,4,1,0
689,20,233,15,1,1
327,14,142,5,0,0
583,44,178,7,0,0
754,49,246,7,1,1
324,36,19,8,0,0
114,5,49,7,0,0
669,12,127,7,0,0
31,32,297,4,0,0
659,36,20,6,0,0
418,44,246,13,1,1
555,50,126,12,1,1
853,13,227,7,0,0
234,50,183,10,1,0
208,25,86,14,1,0
121,34,130,5,0,0
895,46,242,6,1,1
695,19,97,11,0,0
206,11,65,8,0,0
995,8,233,14,1,1
860,43,103,9,1,0
943,12,235,9,1,1
235,14,111,11,1,0
23,48,31,11,0,0
607,11,85,4,0,0
947,32,138,6,0,0
876,46,264,10,0,0
935,4,89,3,0,0
375,20,174,3,0,0
953,9,106,8,0,0
510,8,37,14,0,1
808,25,54,12,0,0
860,24,211,13,1,1
235,26,69,12,0,0
698,6,184,11,1,1
663,33,154,12,0,0
374,35,86,1,0,0
629,24,288,7,1,1
662,43,287,10,0,0
309,5,191,5,0,0
717,38,82,1,0,0
957,2,14,8,0,0
795,48,49,11,0,0
371,21,295,14,1,1
752,46,273,5,0,0
182,27,174,6,0,0
314,16,32,8,0,0
154,7,76,13,0,0
308,43,191,4,1,0
669,44,146,13,1,0
991,42,255,2,1,0
445,10,173,1,0,1
678,16,175,1,0,0
878,1,293,14,1,1
179,19,189,9,0,0
878,44,234,9,1,1
275,14,155,7,0,0
341,15,161,7,1,0
358,23,54,4,0,0
160,42,218,15,1,1
868,28,103,2,0,0
416,48,164,10,0,0
356,22,13,1,0,0
209,42,206,12,0,0
720,4,17,12,1,0
25,47,156,12,1,0
241,31,5,15,0,0
774,32,101,7,0,0
856,29,297,2,0,0
39,36,187,11,1,1
168,47,226,2,1,0
897,14,151,1,1,0
242,3,153,13,0,0
173,1,5,15,0,0
77,33,59,6,1,0
103,23,105,8,1,0
640,31,219,3,0,0
531,18,208,9,0,0
794,32,122,11,1,1
802,20,13,13,0,0
130,15,10,10,0,0
140,31,185,9,1,0
419,27,48,5,0,0
849,38,10,10,0,0
702,4,65,8,1,1
592,38,155,4,1,0
784,37,137,6,0,0
452,50,164,7,1,1
965,43,298,4,1,0
121,30,271,13,1,1
793,38,42,6,0,0
510,43,256,7,1,1
837,19,165,7,1,1
652,20,197,11,0,0
265,15,80,14,1,0
279,7,38,15,1,0
264,28,207,10,1,1
565,29,13,5,0,0
239,20,260,1,0,0
701,41,73,3,0,0
141,34,107,15,1,1
589,15,170,13,0,0
904,42,49,1,0,0
575,15,114,7,1,0
843,45,253,9,1,1
386,44,234,12,0,0
448,21,50,13,0,0
289,2,131,4,1,0
742,43,145,11,0,0
13,20,286,7,1,1
540,28,79,4,0,0
184,38,189,11,1,0
475,11,214,8,0,1
858,7,238,4,1,0
1000,12,62,8,1,0
693,8,251,3,1,0
109,6,225,3,1,1
63,19,198,5,1,1
76,32,191,1,0,0
456,38,229,6,1,0
820,46,261,12,1,0
654,14,276,12,0,0
120,6,120,7,0,0
481,21,169,1,1,0
675,28,15,9,0,0
679,38,26,6,0,0
148,44,123,4,0,1
253,39,243,10,0,0
34,3,283,8,1,1
887,6,82,2,1,0
38,4,147,10,1,0
159,33,24,10,0,0
495,13,235,7,1,1
207,46,281,2,1,0
64,48,293,6,0,0
431,34,47,13,0,0
713,23,22,3,1,0
203,26,57,4,0,0
602,20,65,3,1,0
244,44,216,5,1,1
876,19,170,13,1,0
586,40,281,6,0,0
18,24,255,11,0,0
292,34,53,3,0,0
801,15,133,3,0,0
340,29,150,14,1,0
453,21,123,1,1,1
182,16,137,10,1,1
267,10,72,12,1,0
201,30,94,11,1,0
37,48,36,6,1,0
620,28,185,15,1,1
294,14,163,8,0,0
150,27,61,10,1,0
504,21,108,5,0,0
487,9,52,9,0,0
456,41,290,2,1,0
677,3,93,7,0,0
966,5,238,7,1,0
346,37,114,7,1,0
391,29,169,14,1,1
502,42,294,11,1,1
643,19,155,11,1,1
567,12,48,15,0,0
154,24,298,7,0,0
997,29,229,1,1,0
390,1,192,3,1,0
413,38,18,4,0,0
542,28,46,11,1,0
576,18,102,13,1,1
589,49,132,8,0,0
225,50,65,9,0,0
4,38,19,15,1,0
743,40,139,12,1,0
38,48,272,6,0,0
984,13,121,7,1,0
363,13,50,11,1,1
775,18,64,11,1,0
543,11,223,12,1,0
931,11,102,6,1,1
693,23,53,14,0,0
316,24,250,4,0,0
111,33,293,11,1,0
175,2,136,12,1,0
654,7,300,3,1,1
889,2,14,9,0,0
364,1,269,4,1,1
420,48,115,11,1,1
458,47,55,3,0,0
116,6,211,11,1,0
718,22,287,11,1,0
803,30,122,11,1,0
392,36,217,7,0,0
329,32,153,8,1,0
874,29,79,4,0,1
443,10,74,13,1,0
676,30,170,11,1,0
445,7,130,5,0,0
75,9,38,14,0,0
812,46,40,1,0,0
522,47,10,2,0,0
380,8,141,9,1,0
269,7,293,12,1,1
292,47,239,9,1,1
131,13,234,14,1,0
858,37,270,15,1,1
379,14,109,9,0,0
256,1,175,9,0,0
903,22,67,2,0,0
22,18,176,2,1,0
549,29,37,7,1,1
188,17,59,3,0,0
706,14,290,2,1,1
861,44,169,8,0,0
174,35,293,2,0,0
961,37,35,10,0,0
317,2,215,14,0,0
381,5,207,8,0,0
598,27,188,9,0,0
707,48,220,7,1,0
866,11,226,14,1,1
299,22,80,8,0,0
223,15,155,9,0,0
464,29,35,9,1,0
297,8,126,2,1,0
128,20,87,15,1,0
636,14,253,14,1,1
769,18,189,11,0,1
998,9,144,12,0,0
173,7,198,6,0,0
732,15,131,15,0,0
667,16,246,14,1,1
801,3,232,7,1,0
423,8,59,3,1,0
417,45,12,4,0,0
31,10,19,11,1,0
756,7,67,9,1,1
868,29,48,8,0,0
436,1,241,11,1,0
532,26,210,9,1,1
955,13,257,6,1,1
25,28,278,2,1,1
8,20,148,15,0,0
833,2,122,1,0,0
112,37,121,9,1,0
460,31,130,2,0,0
554,6,93,2,0,0
853,41,135,13,1,1
785,26,222,7,0,0
136,3,39,11,0,0
680,22,230,2,1,0
306,17,120,6,0,0
487,38,29,9,0,0
547,12,289,1,0,0
816,11,73,14,0,0
494,35,77,4,1,0
920,45,55,6,1,0
845,33,293,2,0,0
141,24,191,8,1,0
839,14,265,15,1,1
341,12,134,1,0,0
393,31,157,2,0,0
724,12,224,4,0,0
172,39,99,10,0,0
188,44,88,13,1,1
337,29,165,8,0,0
509,41,236,12,1,1
925,24,108,3,0,1
334,44,110,9,0,0
427,31,133,10,1,0
742,45,223,10,1,1
700,46,29,2,0,0
447,45,114,4,1,0
718,14,229,3,1,0
82,24,7,12,0,0
142,33,223,2,0,0
606,13,182,6,1,0
353,40,59,10,0,0
701,1,141,10,1,1
371,33,232,11,1,0
495,35,214,1,0,0
734,34,213,15,1,0
215,44,84,11,0,0
232,31,66,9,0,0
93,40,66,12,1,1
993,45,227,4,1,0
536,5,41,10,0,0
480,25,36,3,0,1
340,10,48,4,0,0
710,9,64,14,0,0
245,30,78,14,0,0
599,18,67,5,0,1
489,21,80,8,0,0
546,1,172,14,1,0
619,42,171,11,0,0
190,46,197,4,1,0
450,9,298,2,0,0
855,45,187,14,1,1
901,32,82,12,0,0
569,46,37,6,1,0
356,27,139,13,1,1
260,37,210,1,0,0
803,39,199,6,1,1
524,2,220,12,1,1
705,5,260,4,0,0
220,44,158,12,1,0
92,27,48,3,1,0
885,42,80,8,1,0
719,49,263,14,1,1
856,7,76,1,0,0
302,41,211,3,0,0
5,4,136,10,0,0
884,3,264,1,1,1
30,45,163,13,0,0
625,34,48,10,0,0
665,2,266,13,1,1
711,44,278,11,1,1
491,24,232,12,1,1
309,35,50,14,0,0
818,2,280,5,0,0
83,12,236,6,0,0
252,48,59,7,0,0
204,30,77,15,0,0
101,26,200,8,1,1
363,36,6,5,0,0
501,14,49,14,0,0
903,34,44,1,0,0
825,10,226,3,0,0
428,49,115,14,0,0
420,50,178,4,0,0
239,49,249,14,1,1
435,3,201,9,1,0
72,6,128,8,0,0
446,35,255,14,1,1
249,3,150,5,0,0
444,45,260,2,0,0
891,24,18,13,0,0
214,1,97,13,0,0
305,33,293,13,1,1
513,39,237,11,1,1
13,42,127,2,0,0
728,23,291,12,1,0
13,21,59,2,0,0
418,49,300,5,0,0
657,29,276,3,0,0
17,24,39,1,0,0
62,48,140,10,1,0
270,9,63,10,0,0
103,11,146,15,1,1
11,43,106,6,0,0
613,21,242,1,1,1
887,14,178,12,1,0
266,38,107,12,1,0
287,16,42,3,0,0
806,41,107,3,0,0
843,37,260,7,0,0
739,12,54,13,0,0
203,46,231,11,1,0
123,24,42,12,1,0
403,43,133,7,1,0
234,33,224,8,1,1
791,13,14,5,0,0
779,45,112,11,0,0
183,26,104,6,1,0
546,15,169,4,1,1
485,31,292,8,0,0
17,2,189,8,1,0
697,18,218,13,1,1
43,17,168,2,0,0
740,36,229,10,1,0
354,27,197,7,1,1
656,31,180,4,0,0
311,4,164,14,1,0
314,15,191,3,0,0
144,46,222,1,0,0
551,31,223,9,1,1
117,37,185,4,0,0
233,35,28,1,0,0
999,14,122,1,1,0
145,46,36,8,1,0
68,7,143,9,1,0
517,17,97,9,1,0
970,21,268,15,1,1
313,32,28,13,1,0
896,5,267,3,1,1
722,5,255,2,1,1
364,6,213,6,1,1
302,32,225,8,1,1
300,11,165,9,0,0
219,33,196,6,1,0
887,39,184,5,0,0
929,41,234,14,1,1
471,45,174,3,1,0
530,41,93,3,1,0
638,7,242,13,1,1
838,45,134,11,1,0
305,42,123,1,0,0
164,28,16,6,1,1
467,20,172,15,1,1
512,11,102,10,0,0
352,17,88,14,0,0
423,35,97,10,0,0
838,16,145,8,0,0
322,14,299,7,1,0
14,4,83,15,0,0
917,19,217,4,1,1
615,3,191,3,0,0
199,48,58,5,0,0
750,40,49,15,1,1
887,17,142,12,1,1
669,43,29,2,0,0
781,40,287,15,1,1
186,47,279,13,1,1
265,27,285,9,1,1
705,17,288,8,1,1
984,46,16,8,0,0
917,48,229,13,1,1
372,26,26,5,0,0
931,36,256,1,1,1
667,45,28,15,1,1
917,39,59,7,0,0
927,21,175,15,1,1
558,47,96,4,0,0
274,8,114,2,0,0
91,49,276,3,0,0
735,18,223,13,0,0
148,17,159,15,1,1
242,31,155,5,0,0
131,14,222,7,1,0
590,28,33,3,0,0
901,9,147,11,1,1
444,21,297,4,1,1
574,4,11,11,0,0
396,48,36,8,0,0
26,27,239,13,1,1
971,12,276,4,0,0
561,26,300,5,0,0
792,40,223,5,1,1
294,38,138,5,0,0
495,37,245,6,0,0
923,9,273,7,1,1
412,21,123,3,0,0
602,32,177,12,0,0
583,11,186,7,1,0
799,40,48,8,0,0
425,35,287,1,0,0
215,13,208,2,1,0
295,36,77,13,0,0
658,1,97,7,0,0
906,47,256,1,0,0
219,18,266,12,1,1
481,14,142,9,1,0
165,23,86,2,0,0
296,22,122,7,0,0
804,20,243,6,1,0
747,41,11,3,0,0
95,29,59,2,0,0
517,4,101,7,0,0
604,14,196,12,1,1
648,36,132,8,1,1
876,6,99,5,1,0
210,22,276,3,1,0
78,49,65,13,0,0
270,38,139,4,1,0
466,15,41,10,0,0
489,16,194,5,0,0
739,17,181,11,0,0
698,13,99,8,1,0
847,25,216,3,0,0
541,26,109,10,1,0
691,30,104,4,0,1
705,42,226,5,0,0
919,28,155,15,1,1
740,8,115,13,1,0
918,50,234,4,1,0
778,36,276,11,0,0
287,26,81,2,0,0
232,37,184,12,1,0
585,44,107,8,1,1
808,1,237,13,1,0
24,37,230,11,1,0
619,28,292,5,1,0
420,39,51,9,1,0
302,18,158,5,0,0
78,31,22,2,0,0
314,21,102,1,1,0
30,30,231,15,0,0
138,35,143,1,0,0
415,24,265,3,0,0
975,6,218,9,0,0
870,38,19,14,0,0
352,43,85,14,0,0
521,21,134,11,0,0
417,5,249,9,1,0
286,46,73,7,1,0
299,25,159,2,0,0
2,38,31,1,1,0
478,21,234,1,0,0
329,47,223,15,1,1
785,46,173,14,1,0
96,18,190,1,0,0
23,1,243,2,0,0
310,16,190,11,1,1
277,40,217,10,1,0
706,31,180,7,1,0
704,9,66,2,0,0
85,19,185,4,1,0
840,28,121,10,1,0
103,15,136,2,0,0
632,15,225,2,0,0
145,29,73,3,0,0
544,10,35,15,1,0
406,35,128,12,0,0
55,32,132,6,0,0
301,45,278,2,1,0
941,10,154,11,1,1
169,41,163,9,1,0
119,40,8,11,0,0
41,42,176,14,1,0
835,42,184,8,1,1
